"","gene_id","gene_name","seq_name","gene_biotype","description"
"207","ENSMUSG00000025921","Rdh10","1","protein_coding","retinol dehydrogenase 10 (all-trans) [Source:MGI Symbol;Acc:MGI:1924238]"
"208","ENSMUSG00000104165","Gm38249","1","TEC","predicted gene, 38249 [Source:MGI Symbol;Acc:MGI:5611477]"
"209","ENSMUSG00000100868","Gm28095","1","lncRNA","predicted gene 28095 [Source:MGI Symbol;Acc:MGI:5578801]"
"210","ENSMUSG00000025920","Stau2","1","protein_coding","staufen double-stranded RNA binding protein 2 [Source:MGI Symbol;Acc:MGI:1352508]"
"211","ENSMUSG00000089982","Gm7568","1","lncRNA","predicted gene 7568 [Source:MGI Symbol;Acc:MGI:3649156]"
"212","ENSMUSG00000025939","Ube2w","1","protein_coding","ubiquitin-conjugating enzyme E2W (putative) [Source:MGI Symbol;Acc:MGI:1914049]"
"213","ENSMUSG00000102457","Gm38342","1","TEC","predicted gene, 38342 [Source:MGI Symbol;Acc:MGI:5611570]"
"214","ENSMUSG00000079658","Eloc","1","protein_coding","elongin C [Source:MGI Symbol;Acc:MGI:1915173]"
"215","ENSMUSG00000097744","D030040B21Rik","1","lncRNA","RIKEN cDNA D030040B21 gene [Source:MGI Symbol;Acc:MGI:4437728]"
"216","ENSMUSG00000100959","Idi1-ps5","1","processed_pseudogene","isopentenyl-diphosphate delta isomerase, pseudogene 5 [Source:MGI Symbol;Acc:MGI:3648037]"
"217","ENSMUSG00000025940","Tmem70","1","protein_coding","transmembrane protein 70 [Source:MGI Symbol;Acc:MGI:1915068]"
"218","ENSMUSG00000025779","Ly96","1","protein_coding","lymphocyte antigen 96 [Source:MGI Symbol;Acc:MGI:1341909]"
"219","ENSMUSG00000100093","Gm29649","1","processed_pseudogene","predicted gene 29649 [Source:MGI Symbol;Acc:MGI:5580355]"
"220","ENSMUSG00000091020","Gm5828","1","processed_pseudogene","predicted gene 5828 [Source:MGI Symbol;Acc:MGI:3644176]"
"221","ENSMUSG00000101640","Gm28376","1","lncRNA","predicted gene 28376 [Source:MGI Symbol;Acc:MGI:5579082]"
"222","ENSMUSG00000104133","4921511E07Rik","1","TEC","RIKEN cDNA 4921511E07 gene [Source:MGI Symbol;Acc:MGI:1918145]"
"223","ENSMUSG00000042686","Jph1","1","protein_coding","junctophilin 1 [Source:MGI Symbol;Acc:MGI:1891495]"
"224","ENSMUSG00000100110","Gm28783","1","lncRNA","predicted gene 28783 [Source:MGI Symbol;Acc:MGI:5579489]"
"225","ENSMUSG00000025777","Gdap1","1","protein_coding","ganglioside-induced differentiation-associated-protein 1 [Source:MGI Symbol;Acc:MGI:1338002]"
"226","ENSMUSG00000099899","Gm28784","1","lncRNA","predicted gene 28784 [Source:MGI Symbol;Acc:MGI:5579490]"
"227","ENSMUSG00000100272","Gm28785","1","processed_pseudogene","predicted gene 28785 [Source:MGI Symbol;Acc:MGI:5579491]"
"228","ENSMUSG00000100398","Gm5251","1","processed_pseudogene","predicted gene 5251 [Source:MGI Symbol;Acc:MGI:3647666]"
"229","ENSMUSG00000101589","Rbm6-ps1","1","processed_pseudogene","RNA binding motif protein 6, pseudogene 1 [Source:MGI Symbol;Acc:MGI:1889580]"
"230","ENSMUSG00000102048","Gm6075","1","processed_pseudogene","predicted gene 6075 [Source:MGI Symbol;Acc:MGI:3648507]"
"231","ENSMUSG00000089534","Gm25166","1","snoRNA","predicted gene, 25166 [Source:MGI Symbol;Acc:MGI:5454943]"
"232","ENSMUSG00000067780","Pi15","1","protein_coding","peptidase inhibitor 15 [Source:MGI Symbol;Acc:MGI:1934659]"
"233","ENSMUSG00000100053","Gm28154","1","lncRNA","predicted gene 28154 [Source:MGI Symbol;Acc:MGI:5578860]"
"234","ENSMUSG00000085125","Gm16070","1","lncRNA","predicted gene 16070 [Source:MGI Symbol;Acc:MGI:3801761]"
"235","ENSMUSG00000025776","Crispld1","1","protein_coding","cysteine-rich secretory protein LCCL domain containing 1 [Source:MGI Symbol;Acc:MGI:1934666]"
"236","ENSMUSG00000099895","Gm28153","1","lncRNA","predicted gene 28153 [Source:MGI Symbol;Acc:MGI:5578859]"
"237","ENSMUSG00000100554","Gm7690","1","processed_pseudogene","predicted gene 7690 [Source:MGI Symbol;Acc:MGI:3648169]"
"238","ENSMUSG00000099473","Gm18775","1","transcribed_unprocessed_pseudogene","predicted gene, 18775 [Source:MGI Symbol;Acc:MGI:5010960]"
"239","ENSMUSG00000099591","Gm17969","1","processed_pseudogene","predicted gene, 17969 [Source:MGI Symbol;Acc:MGI:5010154]"
"240","ENSMUSG00000109887","Gm28756","1","lncRNA","predicted gene 28756 [Source:MGI Symbol;Acc:MGI:5579462]"
"241","ENSMUSG00000102001","Gm28755","1","unprocessed_pseudogene","predicted gene 28755 [Source:MGI Symbol;Acc:MGI:5579461]"
"242","ENSMUSG00000101717","Gm45784","1","transcribed_unprocessed_pseudogene","predicted gene 45784 [Source:MGI Symbol;Acc:MGI:5804899]"
"243","ENSMUSG00000025774","Crisp4","1","protein_coding","cysteine-rich secretory protein 4 [Source:MGI Symbol;Acc:MGI:1925331]"
"244","ENSMUSG00000070977","Defb44-ps","1","unprocessed_pseudogene","defensin beta 44, pseudogene [Source:MGI Symbol;Acc:MGI:3646526]"
"245","ENSMUSG00000073735","Defb18","1","protein_coding","defensin beta 18 [Source:MGI Symbol;Acc:MGI:3648148]"
"246","ENSMUSG00000067773","Defb41","1","protein_coding","defensin beta 41 [Source:MGI Symbol;Acc:MGI:1924923]"
"247","ENSMUSG00000101685","Gm17837","1","processed_pseudogene","predicted gene, 17837 [Source:MGI Symbol;Acc:MGI:5010022]"
"248","ENSMUSG00000101306","Gm5252","1","processed_pseudogene","predicted gene 5252 [Source:MGI Symbol;Acc:MGI:3647664]"
"249","ENSMUSG00000088800","Gm24075","1","snoRNA","predicted gene, 24075 [Source:MGI Symbol;Acc:MGI:5453852]"
"250","ENSMUSG00000101644","Gm28343","1","processed_pseudogene","predicted gene 28343 [Source:MGI Symbol;Acc:MGI:5579049]"
"251","ENSMUSG00000099433","Gm28344","1","processed_pseudogene","predicted gene 28344 [Source:MGI Symbol;Acc:MGI:5579050]"
"252","ENSMUSG00000089787","Gm15825","1","lncRNA","predicted gene 15825 [Source:MGI Symbol;Acc:MGI:3801887]"
"253","ENSMUSG00000042596","Tfap2d","1","protein_coding","transcription factor AP-2, delta [Source:MGI Symbol;Acc:MGI:2153466]"
"254","ENSMUSG00000100720","Gm10075","1","processed_pseudogene","predicted gene 10075 [Source:MGI Symbol;Acc:MGI:3710521]"
"255","ENSMUSG00000025927","Tfap2b","1","protein_coding","transcription factor AP-2 beta [Source:MGI Symbol;Acc:MGI:104672]"
"256","ENSMUSG00000100538","Gm28340","1","lncRNA","predicted gene 28340 [Source:MGI Symbol;Acc:MGI:5579046]"
"257","ENSMUSG00000101117","Gm28341","1","processed_pseudogene","predicted gene 28341 [Source:MGI Symbol;Acc:MGI:5579047]"
"258","ENSMUSG00000100204","Gm4849","1","processed_pseudogene","predicted gene 4849 [Source:MGI Symbol;Acc:MGI:3645366]"
"259","ENSMUSG00002076883","Gm55451","1","snoRNA","predicted gene, 55451 [Source:MGI Symbol;Acc:MGI:6847372]"
"260","ENSMUSG00000102597","Gm38382","1","TEC","predicted gene, 38382 [Source:MGI Symbol;Acc:MGI:5611610]"
"261","ENSMUSG00000043760","Pkhd1","1","protein_coding","polycystic kidney and hepatic disease 1 [Source:MGI Symbol;Acc:MGI:2155808]"
"262","ENSMUSG00000104095","Gm37315","1","TEC","predicted gene, 37315 [Source:MGI Symbol;Acc:MGI:5610543]"
"263","ENSMUSG00000089914","4930486I03Rik","1","lncRNA","RIKEN cDNA 4930486I03 gene [Source:MGI Symbol;Acc:MGI:1922278]"
"264","ENSMUSG00000090142","Gm15795","1","processed_pseudogene","predicted gene 15795 [Source:MGI Symbol;Acc:MGI:3802035]"
"265","ENSMUSG00000070175","Gm24162","1","snRNA","predicted gene, 24162 [Source:MGI Symbol;Acc:MGI:5453939]"
"266","ENSMUSG00000099906","Lincmd1","1","lncRNA","long intergenic non-protein coding RNA of muscle differentiation 1 [Source:MGI Symbol;Acc:MGI:5818206]"
"267","ENSMUSG00000065559","Mir206","1","miRNA","microRNA 206 [Source:MGI Symbol;Acc:MGI:2676881]"
"268","ENSMUSG00000065480","Mir133b","1","miRNA","microRNA 133b [Source:MGI Symbol;Acc:MGI:3618720]"
"269","ENSMUSG00000025929","Il17a","1","protein_coding","interleukin 17A [Source:MGI Symbol;Acc:MGI:107364]"
"270","ENSMUSG00000041872","Il17f","1","protein_coding","interleukin 17F [Source:MGI Symbol;Acc:MGI:2676631]"
"271","ENSMUSG00000041859","Mcm3","1","protein_coding","minichromosome maintenance complex component 3 [Source:MGI Symbol;Acc:MGI:101845]"
"272","ENSMUSG00000099714","Gm20587","1","processed_pseudogene","predicted gene, 20587 [Source:MGI Symbol;Acc:MGI:5295693]"
"273","ENSMUSG00000102121","Gm28065","1","lncRNA","predicted gene 28065 [Source:MGI Symbol;Acc:MGI:5578771]"
"274","ENSMUSG00000088858","Gm24723","1","snoRNA","predicted gene, 24723 [Source:MGI Symbol;Acc:MGI:5454500]"
"275","ENSMUSG00000097934","6720483E21Rik","1","lncRNA","RIKEN cDNA 6720483E21 gene [Source:MGI Symbol;Acc:MGI:1924991]"
"276","ENSMUSG00000025931","Paqr8","1","protein_coding","progestin and adipoQ receptor family member VIII [Source:MGI Symbol;Acc:MGI:1921479]"
"277","ENSMUSG00000077314","Gm24171","1","snoRNA","predicted gene, 24171 [Source:MGI Symbol;Acc:MGI:5453948]"
"278","ENSMUSG00000100929","Gm28064","1","processed_pseudogene","predicted gene 28064 [Source:MGI Symbol;Acc:MGI:5578770]"
"279","ENSMUSG00000041809","Efhc1","1","protein_coding","EF-hand domain (C-terminal) containing 1 [Source:MGI Symbol;Acc:MGI:1919127]"
"280","ENSMUSG00000041779","Tram2","1","protein_coding","translocating chain-associating membrane protein 2 [Source:MGI Symbol;Acc:MGI:1924817]"
"281","ENSMUSG00000099971","Gm28287","1","lncRNA","predicted gene 28287 [Source:MGI Symbol;Acc:MGI:5578993]"
"282","ENSMUSG00000100819","Gm2693","1","unprocessed_pseudogene","predicted gene 2693 [Source:MGI Symbol;Acc:MGI:3780862]"
"283","ENSMUSG00000025933","Tmem14a","1","protein_coding","transmembrane protein 14A [Source:MGI Symbol;Acc:MGI:1922962]"
"284","ENSMUSG00000102633","Gm38224","1","TEC","predicted gene, 38224 [Source:MGI Symbol;Acc:MGI:5611452]"
"285","ENSMUSG00000025934","Gsta3","1","protein_coding","glutathione S-transferase, alpha 3 [Source:MGI Symbol;Acc:MGI:95856]"
"286","ENSMUSG00000099343","Gm28836","1","lncRNA","predicted gene 28836 [Source:MGI Symbol;Acc:MGI:5579542]"
"287","ENSMUSG00000096375","Gm7094","1","unprocessed_pseudogene","predicted pseudogene 7094 [Source:MGI Symbol;Acc:MGI:3648114]"
"288","ENSMUSG00000121505","Gm4956","1","lncRNA","predicted gene 4956 [Source:NCBI gene (formerly Entrezgene);Acc:241041]"
"289","ENSMUSG00000025936","Gm4956","1","transcribed_unprocessed_pseudogene","predicted gene 4956 [Source:MGI Symbol;Acc:MGI:3647976]"
"290","ENSMUSG00000093963","Gm21909","1","unprocessed_pseudogene","predicted gene, 21909 [Source:MGI Symbol;Acc:MGI:5434073]"
"291","ENSMUSG00000067750","Khdc1a","1","protein_coding","KH domain containing 1A [Source:MGI Symbol;Acc:MGI:2676610]"
"292","ENSMUSG00000086194","Gm16329","1","unprocessed_pseudogene","predicted gene 16329 [Source:MGI Symbol;Acc:MGI:3840126]"
"293","ENSMUSG00000094436","Gm16327","1","processed_pseudogene","predicted gene 16327 [Source:MGI Symbol;Acc:MGI:3840125]"
"294","ENSMUSG00000041722","Khdc1c","1","protein_coding","KH domain containing 1C [Source:MGI Symbol;Acc:MGI:3583007]"
"295","ENSMUSG00000085507","Gm2709","1","unprocessed_pseudogene","predicted gene 2709 [Source:MGI Symbol;Acc:MGI:3780878]"
"296","ENSMUSG00000094926","Gm16533","1","processed_pseudogene","predited gene 16533 [Source:MGI Symbol;Acc:MGI:4410373]"
"297","ENSMUSG00000085079","Khdc1b","1","protein_coding","KH domain containing 1B [Source:MGI Symbol;Acc:MGI:2138477]"
"298","ENSMUSG00000085679","Gm16328","1","processed_pseudogene","predicted gene 16328 [Source:MGI Symbol;Acc:MGI:3840127]"
"299","ENSMUSG00000028033","Kcnq5","1","protein_coding","potassium voltage-gated channel, subfamily Q, member 5 [Source:MGI Symbol;Acc:MGI:1924937]"
"300","ENSMUSG00000104138","Gm36949","1","TEC","predicted gene, 36949 [Source:MGI Symbol;Acc:MGI:5610177]"
"301","ENSMUSG00000082935","Gm7658","1","processed_pseudogene","predicted gene 7658 [Source:MGI Symbol;Acc:MGI:3648029]"
"302","ENSMUSG00000103748","Gm38243","1","TEC","predicted gene, 38243 [Source:MGI Symbol;Acc:MGI:5611471]"
"303","ENSMUSG00000099692","Gm5696","1","processed_pseudogene","predicted gene 5696 [Source:MGI Symbol;Acc:MGI:3647717]"
"304","ENSMUSG00000100418","Gm28239","1","processed_pseudogene","predicted gene 28239 [Source:MGI Symbol;Acc:MGI:5578945]"
"305","ENSMUSG00000041670","Rims1","1","protein_coding","regulating synaptic membrane exocytosis 1 [Source:MGI Symbol;Acc:MGI:2152971]"
"306","ENSMUSG00000097642","Gm26866","1","processed_pseudogene","predicted gene, 26866 [Source:MGI Symbol;Acc:MGI:5477360]"
"307","ENSMUSG00000101468","Gm7761","1","processed_pseudogene","predicted gene 7761 [Source:MGI Symbol;Acc:MGI:3643583]"
"308","ENSMUSG00000101227","Gm29506","1","lncRNA","predicted gene 29506 [Source:MGI Symbol;Acc:MGI:5580212]"
"309","ENSMUSG00000073730","Ppp1r14bl","1","protein_coding","protein phosphatase 1, regulatory inhibitor subunit 14B like [Source:MGI Symbol;Acc:MGI:1914005]"
"310","ENSMUSG00000089553","Gm24176","1","snoRNA","predicted gene, 24176 [Source:MGI Symbol;Acc:MGI:5453953]"
"311","ENSMUSG00000102766","Gm6420","1","TEC","predicted gene 6420 [Source:MGI Symbol;Acc:MGI:3644588]"
"312","ENSMUSG00000065405","Mir30a","1","miRNA","microRNA 30a [Source:MGI Symbol;Acc:MGI:2676907]"
"313","ENSMUSG00000097970","Gm27028","1","lncRNA","predicted gene, 27028 [Source:MGI Symbol;Acc:MGI:5504143]"
"314","ENSMUSG00000065567","Mir30c-2","1","miRNA","microRNA 30c-2 [Source:MGI Symbol;Acc:MGI:3619048]"
"315","ENSMUSG00000100775","Gm29107","1","lncRNA","predicted gene 29107 [Source:MGI Symbol;Acc:MGI:5579813]"
"316","ENSMUSG00000101226","Gm20954","1","processed_pseudogene","predicted gene, 20954 [Source:MGI Symbol;Acc:MGI:5434309]"
"317","ENSMUSG00000026158","Ogfrl1","1","protein_coding","opioid growth factor receptor-like 1 [Source:MGI Symbol;Acc:MGI:1917405]"
"318","ENSMUSG00000097920","Gm7784","1","processed_pseudogene","predicted gene 7784 [Source:MGI Symbol;Acc:MGI:3645448]"
"319","ENSMUSG00000099503","Gm28822","1","lncRNA","predicted gene 28822 [Source:MGI Symbol;Acc:MGI:5579528]"
"320","ENSMUSG00000026156","B3gat2","1","protein_coding","beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase S) [Source:MGI Symbol;Acc:MGI:2389490]"
"321","ENSMUSG00000026155","Smap1","1","protein_coding","small ArfGAP 1 [Source:MGI Symbol;Acc:MGI:2138261]"
"322","ENSMUSG00000026154","Sdhaf4","1","protein_coding","succinate dehydrogenase complex assembly factor 4 [Source:MGI Symbol;Acc:MGI:1915252]"
"323","ENSMUSG00000102495","Gm26524","1","TEC","predicted gene, 26524 [Source:MGI Symbol;Acc:MGI:5477018]"
"324","ENSMUSG00000026153","Fam135a","1","protein_coding","family with sequence similarity 135, member A [Source:MGI Symbol;Acc:MGI:1915437]"
"325","ENSMUSG00000102398","Gm37580","1","TEC","predicted gene, 37580 [Source:MGI Symbol;Acc:MGI:5610808]"
"326","ENSMUSG00000097670","Gm26607","1","processed_pseudogene","predicted gene, 26607 [Source:MGI Symbol;Acc:MGI:5477101]"
"327","ENSMUSG00000026147","Col9a1","1","protein_coding","collagen, type IX, alpha 1 [Source:MGI Symbol;Acc:MGI:88465]"
"328","ENSMUSG00000026141","Col19a1","1","protein_coding","collagen, type XIX, alpha 1 [Source:MGI Symbol;Acc:MGI:1095415]"
"329","ENSMUSG00000077463","Gm26418","1","snoRNA","predicted gene, 26418 [Source:MGI Symbol;Acc:MGI:5456195]"
"330","ENSMUSG00000099997","Tubb4b-ps2","1","processed_pseudogene","tubulin, beta 4B class IVB, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3723458]"
"331","ENSMUSG00000100131","Gm28439","1","unprocessed_pseudogene","predicted gene 28439 [Source:MGI Symbol;Acc:MGI:5579145]"
"332","ENSMUSG00000067736","Gm10222","1","unprocessed_pseudogene","predicted gene 10222 [Source:MGI Symbol;Acc:MGI:3642643]"
"333","ENSMUSG00000101939","Gm28438","1","unprocessed_pseudogene","predicted gene 28438 [Source:MGI Symbol;Acc:MGI:5579144]"
"334","ENSMUSG00000101111","Gm28437","1","unprocessed_pseudogene","predicted gene 28437 [Source:MGI Symbol;Acc:MGI:5579143]"
"335","ENSMUSG00000100862","Gm10925","1","unprocessed_pseudogene","predicted gene 10925 [Source:MGI Symbol;Acc:MGI:3809095]"
"336","ENSMUSG00000102070","Gm28661","1","unprocessed_pseudogene","predicted gene 28661 [Source:MGI Symbol;Acc:MGI:5579367]"
"337","ENSMUSG00000101249","Gm29216","1","unprocessed_pseudogene","predicted gene 29216 [Source:MGI Symbol;Acc:MGI:5579922]"
"338","ENSMUSG00000073725","Lmbrd1","1","protein_coding","LMBR1 domain containing 1 [Source:MGI Symbol;Acc:MGI:1915671]"
"339","ENSMUSG00000100808","Gm28594","1","processed_pseudogene","predicted gene 28594 [Source:MGI Symbol;Acc:MGI:5579300]"
"340","ENSMUSG00000100483","Gm28237","1","lncRNA","predicted gene 28237 [Source:MGI Symbol;Acc:MGI:5578943]"
"341","ENSMUSG00000100450","Gm9443","1","processed_pseudogene","predicted gene 9443 [Source:MGI Symbol;Acc:MGI:3779853]"
"342","ENSMUSG00000099392","Gm29414","1","lncRNA","predicted gene 29414 [Source:MGI Symbol;Acc:MGI:5580120]"
"343","ENSMUSG00000033569","Adgrb3","1","protein_coding","adhesion G protein-coupled receptor B3 [Source:MGI Symbol;Acc:MGI:2441837]"
"344","ENSMUSG00000080849","Gm15702","1","processed_pseudogene","predicted gene 15702 [Source:MGI Symbol;Acc:MGI:3783142]"
"345","ENSMUSG00000104257","Gm20172","1","TEC","predicted gene, 20172 [Source:MGI Symbol;Acc:MGI:5012357]"
"346","ENSMUSG00000119153","Gm22260","1","snRNA","predicted gene, 22260 [Source:MGI Symbol;Acc:MGI:5452037]"
"347","ENSMUSG00000102296","Gm37543","1","TEC","predicted gene, 37543 [Source:MGI Symbol;Acc:MGI:5610771]"
"348","ENSMUSG00000103209","Gm37331","1","TEC","predicted gene, 37331 [Source:MGI Symbol;Acc:MGI:5610559]"
"349","ENSMUSG00000104027","Gm37211","1","TEC","predicted gene, 37211 [Source:MGI Symbol;Acc:MGI:5610439]"
"350","ENSMUSG00000102407","Gm37862","1","TEC","predicted gene, 37862 [Source:MGI Symbol;Acc:MGI:5611090]"
"351","ENSMUSG00000103214","Gm38286","1","TEC","predicted gene, 38286 [Source:MGI Symbol;Acc:MGI:5611514]"
"352","ENSMUSG00000104100","Gm37880","1","TEC","predicted gene, 37880 [Source:MGI Symbol;Acc:MGI:5611108]"
"353","ENSMUSG00000084740","Gm25294","1","snRNA","predicted gene, 25294 [Source:MGI Symbol;Acc:MGI:5455071]"
"354","ENSMUSG00000103889","Gm37011","1","TEC","predicted gene, 37011 [Source:MGI Symbol;Acc:MGI:5610239]"
"355","ENSMUSG00000101301","Gm29214","1","processed_pseudogene","predicted gene 29214 [Source:MGI Symbol;Acc:MGI:5579920]"
"356","ENSMUSG00000104221","Gm37051","1","TEC","predicted gene, 37051 [Source:MGI Symbol;Acc:MGI:5610279]"
"357","ENSMUSG00000102250","Gm38260","1","TEC","predicted gene, 38260 [Source:MGI Symbol;Acc:MGI:5611488]"
"358","ENSMUSG00000102317","Gm37628","1","TEC","predicted gene, 37628 [Source:MGI Symbol;Acc:MGI:5610856]"
"359","ENSMUSG00000103563","8030445P17Rik","1","TEC","RIKEN cDNA 8030445P17 gene [Source:MGI Symbol;Acc:MGI:2442299]"
"360","ENSMUSG00000102465","Gm38198","1","TEC","predicted gene, 38198 [Source:MGI Symbol;Acc:MGI:5611426]"
"361","ENSMUSG00000102659","Gm37077","1","TEC","predicted gene, 37077 [Source:MGI Symbol;Acc:MGI:5610305]"
"362","ENSMUSG00000103924","Gm37895","1","TEC","predicted gene, 37895 [Source:MGI Symbol;Acc:MGI:5611123]"
"363","ENSMUSG00000104132","Gm36952","1","TEC","predicted gene, 36952 [Source:MGI Symbol;Acc:MGI:5610180]"
"364","ENSMUSG00000102747","Gm37602","1","TEC","predicted gene, 37602 [Source:MGI Symbol;Acc:MGI:5610830]"
"365","ENSMUSG00000102386","2900022M07Rik","1","TEC","RIKEN cDNA 2900022M07 gene [Source:MGI Symbol;Acc:MGI:1920201]"
"366","ENSMUSG00000103004","2900002M20Rik","1","TEC","RIKEN cDNA 2900002M20 gene [Source:MGI Symbol;Acc:MGI:1925574]"
"367","ENSMUSG00000104516","Gm9884","1","TEC","predicted gene 9884 [Source:MGI Symbol;Acc:MGI:3642830]"
"368","ENSMUSG00000101618","Gm18443","1","processed_pseudogene","predicted gene, 18443 [Source:MGI Symbol;Acc:MGI:5010628]"
"369","ENSMUSG00000099458","Gm19123","1","processed_pseudogene","predicted gene, 19123 [Source:MGI Symbol;Acc:MGI:5011308]"
"370","ENSMUSG00000088111","Gm24064","1","snoRNA","predicted gene, 24064 [Source:MGI Symbol;Acc:MGI:5453841]"
"371","ENSMUSG00000073722","4931408C20Rik","1","protein_coding","RIKEN cDNA 4931408C20 gene [Source:MGI Symbol;Acc:MGI:3588222]"
"372","ENSMUSG00000119695","n-R5s209","1","rRNA","nuclear encoded rRNA 5S 209 [Source:MGI Symbol;Acc:MGI:4422074]"
"373","ENSMUSG00000100310","Gm19641","1","processed_pseudogene","predicted gene, 19641 [Source:MGI Symbol;Acc:MGI:5011826]"
"374","ENSMUSG00000101514","Gm5524","1","lncRNA","predicted gene 5524 [Source:MGI Symbol;Acc:MGI:3646041]"
"375","ENSMUSG00000101033","Gm18776","1","processed_pseudogene","predicted gene, 18776 [Source:MGI Symbol;Acc:MGI:5010961]"
"376","ENSMUSG00000101372","Gm19028","1","processed_pseudogene","predicted gene, 19028 [Source:MGI Symbol;Acc:MGI:5011213]"
